VOIE_ID,VOIE_COMPLET,VOIE_FANTOIR,VOIE_DATECRE,VOIE_REAL,VOIE_OFFICIEL,TENANT,ABOUTISSANT,DENOM_ANNEE,DM_SEANCE,DELIB_NUM,COTE_ARCHIVES,DENOM_ORIGINE,DENOM_N_MOINS_1,DENOM_N_MOINS_1_ANNEE,DENOM_N_MOINS_2,DENOM_N_MOINS_2_ANNEE,LIEN_EXTERNE,OBSERVATIONS,GeoJSON
280,Place des Géants,3054,2000-01-01,oui,oui,PELOUSE (ALLEE DE LA),SAULES (PLACE DES),1978,1978-11-17,,Inconnue,"Les ""géants"" font référence aux grands immeubles qui se dressent à proximité de la place.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""MultiLineString"",""coordinates"":[[[5.73776610416896,45.1611736630236],[5.73762931550301,45.1614097695569],[5.73784908492885,45.1614563250116],[5.73856256534986,45.1619667904387],[5.73844625636643,45.1620512016252],[5.73851611107868,45.162151612353],[5.7387075876041,45.1622911937372],[5.73898747540855,45.1624952228496],[5.73924141228645,45.1625759530926],[5.73948172691993,45.162423582385]],[[5.73685348073667,45.1615354666753],[5.73738593137884,45.1615413454619],[5.73762931550301,45.1614097695569]]]}"
281,Avenue Général Champon,3060,2000-01-01,oui,oui,PASTEUR (PLACE),MALLIFAUD (RUE),1940,2019-11-02,,Inconnue,"Pierre Champon, né à Grenoble en 1882 et mort dans un camp Allemand en 1940, général.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73158180357662,45.1833280600906],[5.73165771702421,45.1819572457481],[5.73170249099161,45.1811905316102],[5.73170126856489,45.1806252767322]]}"
282,Rue Général de Beylié,3070,2000-01-01,oui,oui,ABBE DE LA SALLE (RUE),VERDUN (PLACE DE),1916,2019-11-02,,Inconnue,"Léon de Beylié, né à Strasbourg le 26 novembre 1849 et mort sur le fleuve Mékong (Laos) le 15 juillet 1910, général de brigade, archéologue et bienfaiteur du Musée de Grenoble.",Haxo (rue) (en partie),,Inconnue,Inconnue,https://fr.wikipedia.org/wiki/L%C3%A9on_de_Beyli%C3%A9,,"{""type"":""LineString"",""coordinates"":[[5.73255101575034,45.1896228337726],[5.73219751126819,45.1900601878979]]}"
283,Rue Général Durand,3080,2000-01-01,oui,oui,DIABLES BLEUS (BOULEVARD DES),COLONEL BOUGAULT (RUE),1925,2019-11-02,,Inconnue,"Baron Pierre Marin Durand, Né à Craon (Mayenne) le 21 avril 1773, mort à Claixle 7 juillet 1849, général.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73330233856308,45.1812267980029],[5.73344441008965,45.1820058820857],[5.73344658514295,45.1821232869914],[5.73361506816642,45.1830078046118],[5.73365648420878,45.183104221506]]}"
284,Rue Général Ferrié,3090,2000-01-01,oui,oui,MARECHAL FOCH (BOULEVARD),LEO LAGRANGE (RUE),1938,2019-11-02,,Inconnue,"Gustave Auguste Ferrié, né à Saint-Michel-de-Maurienne le 19 novembre 1868 et mort à Paris le 16 février 1932,  ingénieur et général français, créateur de la T.S.F (télégraphie sans fil).",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/G%C3%A9n%C3%A9ral_Ferri%C3%A9,,"{""type"":""LineString"",""coordinates"":[[5.72315782700051,45.180912478521],[5.72332075329384,45.180678079761],[5.72366443071217,45.1795743556838],[5.72373539491351,45.1793464479077],[5.72379183405994,45.1791651782419],[5.72390867736167,45.1787899004849],[5.72400680810226,45.1784747317108],[5.72468743743983,45.1762886433231],[5.72492265403939,45.1755331074022]]}"
285,Boulevard Général Gallieni,3100,2000-01-01,oui,oui,ECHANGEUR DES SABLONS ,JULES FLANDRIN (RUE),1941,2019-11-02,,Inconnue,"Joseph Simon Gallieni, né à Saint-Béat le 24 avril 1849 et mort à Versaillesle 27 mai 1916,  militaire et administrateur colonial français.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Joseph_Galli%C3%A9ni,,"{""type"":""LineString"",""coordinates"":[[5.74442689333677,45.1881848618811],[5.74413875705544,45.1869970482506],[5.74396406684934,45.1866364346139]]}"
286,Rue Général Garibaldi,3104,2000-01-01,oui,oui,ALLIES (RUE DES),BEAUVERT (AVENUE DE ),1969,1969-12-19,,Inconnue,"Ricciotti Garibaldi, né à Montevideo le 24 février 1847 et mort à Rome le 17 juillet 1924, général et homme politique italien.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Ricciotti_Garibaldi,,"{""type"":""LineString"",""coordinates"":[[5.71356357515461,45.1663538540062],[5.7135923387903,45.166434754735],[5.71421440049468,45.1678875735355],[5.71436193886381,45.1682798355195],[5.71477922112452,45.1691835936506],[5.7149760200458,45.1696550899413],[5.71522596888305,45.1702913482065],[5.71554652683404,45.1712169133173],[5.71555825748535,45.1712548231926]]}"
287,Rue Général Janssen,3110,2000-01-01,oui,oui,COMMANDANT ROZAN (RUE),JEAN JAURES (COURS),1940,2019-11-02,,Inconnue,"Gaston-Louis-Guillaume Janssen (Général, 12e Division d'Infanterie Motorisée), né à Grenoble en 1884 et mort pour la France le 2 juin 1940 au fort des dunes à Leffrinckoucke, militaire.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/G%C3%A9n%C3%A9ral_Janssen,,"{""type"":""LineString"",""coordinates"":[[5.71681707205076,45.1813939127001],[5.71696450032241,45.1814058933507],[5.71784721071591,45.1814352243882],[5.71850030236011,45.1814652697811]]}"
288,Rue Général Mangin,3120,2000-01-01,oui,oui,MARECHAL FOCH (BOULEVARD),ECHIROLLES,1941,2019-11-02,,Inconnue,"Charles Mangin, né à Sarrebourg le 6 juillet 1866 et mort à Paris le 12 mai 1925, général.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Charles_Mangin,,"{""type"":""MultiLineString"",""coordinates"":[[[5.71248891542759,45.1588255534858],[5.71233308045983,45.1594085623458],[5.71231278077793,45.159552151865],[5.71224662637792,45.1600078801066],[5.71221832448715,45.1605231916485],[5.7122149684587,45.160883432126],[5.71224057619867,45.1613251504472],[5.71228494859349,45.1617560343527],[5.71234927715638,45.1621966288545],[5.71241554423299,45.1625033996759],[5.71256771446172,45.1630374828725],[5.71268542812409,45.1634589731022],[5.71292418218089,45.1640935751776],[5.71379891877355,45.1661264716315],[5.71443496416215,45.1675622360534],[5.71497157191888,45.1687882880905],[5.71523199152242,45.1694324114327],[5.7152844422174,45.1695583564357],[5.71560369373029,45.1703249331634],[5.71677369638449,45.1737584998869],[5.71680237637512,45.1738469605809],[5.7168383061277,45.1739577820797],[5.71687582741866,45.1740681588438],[5.71750105096466,45.1759073211969],[5.71796176757276,45.177275486166],[5.71826627752781,45.1781797356531],[5.71838998494692,45.1782674099382],[5.71845476189603,45.1783133186887],[5.7185662992144,45.1783877369786],[5.71944428690637,45.1789735244354],[5.72001838659385,45.1794169869443]],[[5.72022608756251,45.1795858467308],[5.720892751296,45.1802083407792],[5.72136782060671,45.1806807353921]],[[5.71944428690637,45.1789735244354],[5.71969883001681,45.1789745356083],[5.72017810368092,45.1789005068662],[5.72038915402264,45.1789007153636],[5.72065816726479,45.1789700201169]]]}"
289,Rue Général Marchand,3130,2000-01-01,oui,oui,VOLTAIRE (RUE),VERDUN (PLACE DE),1863,2019-11-02,,Inconnue,"Jean Gabriel Marchand, né à L'Albenc le 10 décembre 1765 et mort à Saint-Ismier le 12 novembre 1851, général de division français de la Révolution et de l’Empire.",Ancien Gouvernement (rue de l'),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean_Gabriel_Marchand,Dénommée en 1866 d'après Dreyfus,"{""type"":""LineString"",""coordinates"":[[5.73114707571605,45.1900578531121],[5.73133106167099,45.1898182775429],[5.73143431745213,45.1896838230019],[5.73169297497067,45.1893254392338]]}"
290,Avenue Alsace Lorraine,380,2000-01-01,oui,oui,VICTOR HUGO (PLACE),GARE (PLACE DE LA),1883 - 1888,2019-11-02,,Inconnue,"A la signature du traité de Francfort, à l'issue de la guerre franco-allemande, la France, vaincue, doit rendre à l'Allemagne les territoires annexés par Louis XIV en 1681, ainsi que Metz, française depuis le siège de 1552, soit les quatre anciens départe",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.71577081567313,45.1900982013111],[5.71583810530504,45.1900862072325],[5.71666835136676,45.1899382159387],[5.71776877502912,45.1898011818813],[5.71833026268479,45.1897146023402],[5.71887215521519,45.1896310414861],[5.71889174867351,45.1896280200858],[5.71901768203198,45.1896085908932],[5.71952298555294,45.1895306667792],[5.71954682654216,45.1895269901416],[5.72102659476804,45.1892987799631],[5.72137894395671,45.1892444355522],[5.72271243022668,45.189038755946],[5.72358713756605,45.1890536555243]]}"
291,Rue Général Rambaud,3140,2000-01-01,oui,oui,DESAIX (RUE),AUGEREAU (RUE),1888,2019-11-02,10,Inconnue,"François Rambeaud, né à Voiron le 20 mai 1745 et mort au siège de Saint-Jean-d'Acre (Égypte) le 8 mai 1799,  général de brigade de la Révolution française.",Mallifaud (chemin),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Fran%C3%A7ois_Rambeaud,,"{""type"":""LineString"",""coordinates"":[[5.71915194339728,45.1830178779621],[5.72007706862599,45.1824790002416],[5.72038906884151,45.1822972560087],[5.7207547642527,45.1820842325918],[5.72152241670806,45.1816370548915]]}"
292,Allée des Genêts,3150,2000-01-01,oui,oui,CONSTANTINE (AVENUE DE),BASSIN (ALLEE DU),1995,1995-01-23,,Inconnue,Les genêts sont des arbustes ou arbrisseaux appartenant à la famille des Fabaceae.,Genêts (impasse des),,Genêts (desserte des),,http://fr.wikipedia.org/wiki/Gen%C3%AAt,,"{""type"":""LineString"",""coordinates"":[[5.73441547346082,45.160117124289],[5.73439613721967,45.1602478369791],[5.73434482459126,45.1602995303795],[5.73433563177633,45.1605314948671],[5.73432441527173,45.1608145210401],[5.73431469378604,45.1610598211074],[5.73439614256524,45.1610657064082],[5.73438457923913,45.161298704979],[5.73392866613257,45.1615579656861]]}"
293,Rue Génissieu,3160,2000-01-01,oui,oui,LAKANAL (RUE),JEAN JAURES (COURS),1896,2019-11-02,,Inconnue,"Jean Joseph Victor Génissieu, né à Chabeuil en 1751 et mort à Paris en 1804, juriste.",Pépinière (rue de la),,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Jean-Joseph-Victor_Genissieu,,"{""type"":""LineString"",""coordinates"":[[5.7189378756609,45.1876982850137],[5.71907508419526,45.1876752426438],[5.72101688272555,45.1869870407615],[5.72228810540287,45.1865634241805],[5.72263106640093,45.1864491315675],[5.72324809357273,45.1862435118625]]}"
294,Rue Gentil Bernard,3170,2000-01-01,oui,oui,FELIX POULAT (RUE),BONNE (RUE DE),1890,2019-11-02,,Inconnue,"Pierre-Joseph Bernard dit Gentil-Bernard, né à Grenoble le 26 août 1708 et mort à Choisy-le-Roi le 1er novembre 1775, poète, goguettier et dramaturge.",Traversine (rue),Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Pierre_Joseph_Bernard,,"{""type"":""LineString"",""coordinates"":[[5.72684550289255,45.1903994364519],[5.72736956233901,45.190075890135]]}"
295,Rue George Sand,3220,2000-01-01,oui,oui,GUSTAVE FLAUBERT (RUE),STALINGRAD (RUE DE),1930,1930-12-20,7,Inconnue,"George Sand est le pseudonyme d'Amantine Aurore Lucile Dupin baronne Dudevant, née à Paris le 1er juillet 1804 et morte au château de Nohant-Vic le 8 juin 1876, romancière, auteur dramatique, critique littéraire et journaliste.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/George_Sand,,"{""type"":""LineString"",""coordinates"":[[5.7286128546219,45.1719005463633],[5.72490928822311,45.1732941797543]]}"
296,Rue Georges Bizet,3180,2000-01-01,oui,oui,MARX DORMOY (RUE),PARMENTIER (RUE),1911,2019-11-02,,Inconnue,"Alexandre, César, Léopold Bizet dit ""Georges Bizet"", né à Paris le 25 octobre 1838 et mort à Bougival le 3 juin 1875, musicien et compositeur.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Georges_Bizet,,"{""type"":""LineString"",""coordinates"":[[5.70981121191459,45.1873286032871],[5.7098046726671,45.1872832274706],[5.70978235413506,45.187093688531],[5.70977873512193,45.1870620057359],[5.70976499062885,45.1869456991604],[5.70976230009195,45.1869234447142],[5.70975792250384,45.1868874614973],[5.70974912358243,45.1868169371312],[5.70974171266388,45.1867571785476],[5.70973365987328,45.1866929360598],[5.70971929359927,45.1865661863346],[5.70983988088188,45.1862973738119]]}"
297,Rue Georges de Manteyer,3190,2000-01-01,oui,oui,LEON JOUHAUX (RUE),JEAN PERROT (AVENUE),1959,1959-05-21,2,Inconnue,"Marie Georges Barthélemy Pinet de Manteyer, né à Gap le 16 mai 1867 et mort au château de Manteyer (Hautes-Alpes) le 24 janvier 1948, historien et archiviste.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Georges_de_Manteyer,,"{""type"":""MultiLineString"",""coordinates"":[[[5.73940227411225,45.1716854479694],[5.74070853885043,45.1720954319332],[5.74244012809482,45.1726469786347],[5.74317119342043,45.1728798270396],[5.74358770876618,45.1729910768778],[5.7431326312079,45.1739748556521],[5.7450919382517,45.1744890738218],[5.74514299155473,45.1747241099789]],[[5.74303665697591,45.174194842128],[5.7431326312079,45.1739748556521]]]}"
298,Rue Georges Jacquet,3198,2000-01-01,oui,oui,AMPERE (RUE),LEON SESTIER (RUE),1982,1982-12-03,,Inconnue,"Georges Jacquet-Francillon, né à Grenoble en 1902 et mort à Grenoble en 1978, boucher et homme politique.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.70410882285205,45.1870242316514],[5.70466846035432,45.1870056082576],[5.70579574735176,45.1869850511354]]}"
299,Rue Georges Lafourcade,3200,2000-01-01,oui,oui,LEON JOUHAUX (RUE),TEISSEIRE (AVENUE),1959,2019-11-02,,Inconnue,"Georges Lafourcade, né à Agen en 1900 et mort à Jallieu en 1944, écrivain, professeur d'anglais, critique, poète et résistant.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.74469804074214,45.1696671571076],[5.74356780601469,45.1697751839048]]}"
301,Rue Amable Matussière,390,2000-01-01,oui,oui,ALLIES (RUE DES),RENE LESAGE (RUE),1959,1959-05-21,2,Inconnue,"Amable Matussière, né le à Marcenat dans le Puy-de-Dôme 9 septembre 1828 et mort à Domène le 18 juin 1901, industriel.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.72006301556563,45.1696784037216],[5.72129006486484,45.1717118595045],[5.72174275929123,45.1724620095038]]}"
302,Rue Gerin,3230,2000-01-01,oui,oui,ABBE GREGOIRE (RUE),ALEMBERT (RUE D' ),1911,2019-11-02,,Inconnue,"Alexandre Théodore Gerin, né à Grenoble en 1808 et mort à Grenoble en 1886, prêtre.",Saint-Nizier (rue de),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,Ainsi dénommée depuis 1914 d'après Dreyfus,"{""type"":""MultiLineString"",""coordinates"":[[[5.71251008020632,45.1873681966057],[5.71156440259066,45.1874259898995],[5.71156827078751,45.1874665886467],[5.71158184257328,45.1875732647303],[5.71159450448418,45.187673033331],[5.71160742910944,45.1877751356121]],[[5.71102373134242,45.1874590284931],[5.71156440259066,45.1874259898995]]]}"
303,Rue Germain,3240,2000-01-01,oui,oui,JEAN PERROT (AVENUE),MARCELIN BERTHELOT (AVENUE),1909,2019-11-02,,Inconnue,"Paul Auguste Germain, né à Grenoble en 1840 et mort à Grenoble en 1886, entrepreneur.",Arènes (rue des),Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.73174564099093,45.1792419264278],[5.73281846681216,45.1792256672039],[5.73422357473343,45.1792015215107],[5.73466751112625,45.1791956665004],[5.73508679856529,45.1791875369864],[5.73564441465872,45.1793164042969]]}"
304,Rue Giusto Gervasutti,3400,2000-01-01,oui,oui,SANS ISSUE,CHRISTOPHE TURC (RUE),1967,1967-07-12,1,Inconnue,"Giusto Gervasutti, né à Cervignano le 17 avril 1909 et mort au Mont-Blanc du Tacul le 16 septembre 1946, alpiniste italien qui a ouvert de nombreux itinéraires dans les Alpes.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Giusto_Gervasutti,,"{""type"":""LineString"",""coordinates"":[[5.72554404221272,45.161092052201],[5.72689153153565,45.1611442444546],[5.72689785508039,45.1612229007511],[5.72815385146074,45.1612928481651],[5.72831288992978,45.1613017041621],[5.72847617508332,45.1613167410429],[5.72876450575951,45.1612000204838]]}"
305,Chemin de Gordes,3255,2000-01-01,oui,oui,MARCELIN BERTHELOT (AVENUE),PAUL DOUMER (RUE),1896,2019-11-02,,Inconnue,"Bertrand Rambaud de Simiane VI, baron de Gordes et de Cazeneuve, né à Grenoble en 1513 et mort à Montélimar en 1578, officier.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wikipedia.org/wiki/Bertrand-Rambaud_V_de_Simiane,"D'après Dreyfus, le chemin est devenu ""voie publique"" en 1961","{""type"":""LineString"",""coordinates"":[[5.7318656246486,45.1756695466861],[5.73331161720114,45.1752091254012],[5.73382413780412,45.1746462693946],[5.73421386330068,45.1743361518829],[5.7348119413592,45.1741550887249],[5.73580691179594,45.173853861323],[5.73593462136935,45.1740965663234]]}"
306,Place de Gordes,3260,2000-01-01,oui,oui,DIODORE RAHOULT (RUE),AGIER (RUE D'),1866,2019-11-02,,Inconnue,"Bertrand Rambaud de Simiane VI, baron de Gordes et de Cazeneuve, né à Grenoble en 1513 et mort à Montélimar en 1578, officier.",Œufs (place aux),,Egalité (place de l'),,http://fr.wikipedia.org/wiki/Bertrand-Rambaud_V_de_Simiane,Dénomination -3 en 1791 : place Neuve du Département,"{""type"":""LineString"",""coordinates"":[[5.72785659170747,45.1921520845337],[5.72757724253175,45.1920504066805],[5.72746160781612,45.1922184962991],[5.7272925746283,45.1921717405777],[5.72729040416828,45.1921784225326],[5.72727036182174,45.1922628435869],[5.72726284741794,45.1922912483562],[5.72724618036709,45.1923660732514],[5.72745978237727,45.1923801692158],[5.72767338449069,45.1923942647885],[5.72783319460278,45.1921830131219],[5.72785659170747,45.1921520845337]]}"
307,Rue des Gourmets,3270,2000-01-01,oui,oui,JEAN PERROT (AVENUE),SANS ISSUE,Inconnue,2019-11-02,,Inconnue,Origine imprécise.,Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,"D'après Dreyfus, la voie existait déjà au 19ème, devenue voie du domaine municipal en 1956","{""type"":""LineString"",""coordinates"":[[5.73464278272215,45.181350021144],[5.7348255521582,45.1812693077327],[5.73628097797983,45.1812741627361],[5.73653425603955,45.1812723461467],[5.73723198268119,45.1812626112232]]}"
308,Quai de la Graille,3280,2000-01-01,oui,oui,ARAGO (RUE),DURAND SAVOYAT (RUE),Inconnue,2019-11-02,,Inconnue,"La Graille, en vieux français, désigne la Corneille.",Inconnue,Inconnue,Inconnue,Inconnue,http://fr.wiktionary.org/wiki/graille,"D'après Dreyfus, ainsi dénommée depuis le 17è s","{""type"":""LineString"",""coordinates"":[[5.71411521035458,45.1996378826952],[5.7142197685801,45.199155228405],[5.71434072153424,45.1985968836927],[5.71441713052982,45.197722224994],[5.7143794464193,45.1964406380084],[5.71446095258189,45.1956209160059],[5.71460363696552,45.1952099615444],[5.71509299828841,45.1944380420179]]}"
309,Avenue du Grand Châtelet,3290,2000-01-01,oui,oui,JULES VALLES (AVENUE),MARIUS RIOLLET (RUE),1936,2019-11-02,,Inconnue,"La maison forte du Châtelet (14ème siècle) appartenait à Guy Dauphin, Seigneur de Montauban, frère du Dauphin Jean II. Au 18ème siècle, le domaine fût divisé en deux parties, le Grand et le Petit Châtelet.",Inconnue,Inconnue,Inconnue,Inconnue,Aucun lien externe trouvé.,,"{""type"":""LineString"",""coordinates"":[[5.74932490805146,45.1758007832974],[5.74972697346301,45.1759959544386],[5.74976862708088,45.1761555902214],[5.74985347663694,45.1764448904975],[5.74994444598888,45.1765176456628],[5.74996255395872,45.1765829241548],[5.74998255729196,45.1766569908376],[5.75000622317049,45.1767392348988],[5.75002736466557,45.1768153393892],[5.75004982056864,45.1769268859793],[5.75006477637794,45.1769843509603],[5.74945753968346,45.1783488695852],[5.74874213930597,45.1800107917015],[5.74846024440328,45.1807803227202],[5.74825836744549,45.1813314255323],[5.74813074838054,45.1816798064912],[5.74792652070806,45.1822370386276]]}"
